Zeit  1 - Standardmessrate [s]	Kraft [kN]	DMS hinten [stra]	DMS vorn [stra]
6,70000031823292	-1,09791667887293E-03	-0,280766470357776	0,003599570132792	
6,72000031918287	3,06250003404784E-04	-0,356357443146408	-0,003599570132792	
6,74000032013282	3,79166670882114E-04	-0,34195916261524	8,27901130542159E-02	
6,76000032108277	-5,06250005628317E-04	-0,230372488498688	7,55909727886319E-02	
6,78000032203272	1,95833335510542E-04	-0,190777217037976	0,01799785066396	
6,80000032298267	-2,33333335927455E-04	-0,356357443146408	7,19914026558399E-02	
6,82000032393262	1,06458334516901E-03	-0,262768619693816	0,10798710398376	
6,84000032488257	4,95833338845841E-04	-0,266368189826608	0,12598495464772	
6,86000032583252	-2,95833336622309E-04	-0,169179796241224	0,111586674116552	
6,88000032678247	2,3125000257096E-04	-0,16198065597564	7,91905429214239E-02	
6,90000032773241	1,86875002077613E-03	-0,111586674116552	7,55909727886319E-02	
6,92000032868236	1,87083335413263E-03	-6,11926922574639E-02	0,025196990929544	
6,94000032963231	2,08541668985163E-03	-0,201575927436352	0,021597420796752	
6,96000033058226	8,08333342320111E-04	-0,331160452216864	5,03939818590879E-02	
6,98000033153221	-6,45833340513491E-05	-0,262768619693816	0,03599570132792	
7,00000033248216	-9,04166676718887E-04	-0,21597420796752	0,039595271460712	
7,02000033343211	-2,72916669700862E-04	-0,187177646905184	0,03599570132792	
7,04000033438206	7,08333341208345E-05	-0,147582375444472	-0,03599570132792	
